image,pred,precision,recall,f1,r1_f1,r2_f1,rl_f1,exact_match,normalized_exact_match,char_lev_ratio,token_jaccard
2555.png,একজন বৃদ্ধ নারী তাকিয়ে আছে।,0.5999999988,0.2727272724793388,0.374999995234375,0.374999995234375,0.0,0.374999995234375,0,0,0.31707317073170727,0.23076923059171597
5898.png,একটি শিশু হাতে ফুল ধরে আছে।,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3666666666666667,0.0
_MG_1672.JPG,একজন লোক নীল জামা পরে রাস্তার পাশে দাঁড়িয়ে আছে,0.2222222219753086,0.2857142853061225,0.24999999476562512,0.24999999476562512,0.0,0.24999999476562512,0,0,0.3548387096774194,0.14285714275510203
IMG_0606.JPG,একজন পুরুষ ও একজন পুরুষ ও একজন পুরুষ ও একজন পুরুষ ও একজন পুরুষ ও একজন পুরুষ ও একজন পুরুষ ও একজন পুরুষ ও একজন পুরুষ ও একজন পুরুষ ও একজন পুরুষ ও একজন পুরুষ ও একজন পুরুষ ও একজন,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.09523809523809523,0.0
3442.png,রাস্তা দিয়ে একজন মানুষ দেখা যাচ্ছে।,0.33333333277777777,0.1999999998,0.24999999500000003,0.24999999500000003,0.0,0.24999999500000003,0,0,0.4,0.16666666652777776
8585.png,একজন পুরুষ মানুষ কাজ করছে।,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3076923076923077,0.0
5454.png,কিছু ছেলেমেয়ে একসাথে বসে আছে।,0.3999999992,0.49999999875,0.4444444385185186,0.4444444385185186,0.0,0.4444444385185186,0,0,0.27586206896551724,0.2857142853061225
2663794355_e726ec7e05.jpg,বিকিনি পরিহিত একজন মহিলা একটি নদীর জলে বিশ্রাম নিচ্ছে,0.2222222219753086,0.2857142853061225,0.24999999476562512,0.24999999476562512,0.1428571377551022,0.24999999476562512,0,0,0.3513513513513513,0.14285714275510203
1357.png,একজন পুরুষ বসে আছে।,0.49999999875,0.13333333324444444,0.21052631224376733,0.21052631224376733,0.0,0.21052631224376733,0,0,0.18867924528301883,0.14285714275510203
2563578471_9a4e4c2ecc.jpg,একটি ছেলে সৈকতে খেলছে,0.49999999875,0.2857142853061225,0.36363635834710756,0.36363635834710756,0.0,0.36363635834710756,0,0,0.5217391304347826,0.2222222219753086
peakpx.jpg,একজন মেয়ে হাতে চুরি ধরে আছে।,0.16666666638888888,0.16666666638888888,0.16666666138888903,0.16666666138888903,0.0,0.16666666138888903,0,0,0.4285714285714286,0.09090909082644627
566794440_f9ec673a2f.jpg,একজন লোক একটি বেসবল খেলছে,0.1999999996,0.3333333322222222,0.24999999468750006,0.24999999468750006,0.0,0.24999999468750006,0,0,0.4,0.14285714265306124
9100.png,একটি শিশু আছে।,0.9999999966666667,0.5999999988,0.7499999934375,0.7499999934375,0.6666666600000001,0.7499999934375,0,0,0.5625,0.5999999988
2490863987_715383944a.jpg,একজন লোক <unk> নিয়ে দাঁড়িয়ে আছে।,0.49999999916666665,0.3333333329629629,0.3999999946666667,0.3999999946666667,0.15384614887573977,0.2666666615111111,0,0,0.4242424242424242,0.24999999979166665
pexels-niaz-sumon-103839943-10126101.jpg,একটি শিশু আছে।,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.1875,0.0
8425.png,একজন পুরুষ বসে কাজ করছে।,0.1999999996,0.3333333322222222,0.24999999468750006,0.24999999468750006,0.0,0.24999999468750006,0,0,0.4444444444444444,0.14285714265306124
7489.png,একটি কুকুর একটি পাখি উড়ে,0.1999999996,0.16666666638888888,0.1818181765289258,0.1818181765289258,0.0,0.1818181765289258,0,0,0.3913043478260869,0.1111111109876543
2271671533_7538ccd556.jpg,বরফের মধ্যে এক লোক হেটে যাচ্ছে,0.33333333277777777,0.2222222219753086,0.2666666615111111,0.2666666615111111,0.0,0.2666666615111111,0,0,0.4375,0.15384615372781063
314685044_da4390728e.jpg,একটি মহিলা একটি <unk> যুক্ত একটি পুরানো ধরণের গাড়ির সামনে দাঁড়িয়ে আছে।,0.41666666631944443,0.5555555549382716,0.47619047083900223,0.47619047083900223,0.21052631069252087,0.47619047083900223,0,0,0.5106382978723405,0.3571428568877551
5334.png,পাহাড় দিয়ে কয়েকজন মানুষ গোছল করছে।,0.6666666655555555,0.7999999984,0.7272727209917357,0.7272727209917357,0.4444444385185186,0.7272727209917357,0,0,0.59375,0.571428570612245
3435233065_3411f2d29d.jpg,গাছের শাখায় নারী জঙ্গলের মধ্যে দিয়ে যাচ্ছে,0.2857142853061225,0.33333333277777777,0.3076923022485208,0.3076923022485208,0.1818181765289258,0.3076923022485208,0,0,0.33333333333333337,0.18181818165289254
6424.png,দুইজন পুরুষ দাড়িয়ে আছে।,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3125,0.0
1355703632_5683a4b6fb.jpg,একটি ছেলে একটি গেম চলাকালীন সময়ে সময়ে <unk>,0.24999999968749997,0.24999999968749997,0.24999999468750006,0.24999999468750006,0.0,0.15384614887573977,0,0,0.2941176470588235,0.16666666652777776
6949.png,একটি রাস্তা দিয়ে একজন মানুষ আছে।,0.33333333277777777,0.49999999875,0.3999999944,0.3999999944,0.0,0.3999999944,0,0,0.4642857142857143,0.24999999968749997
2403.png,একজন পুরুষ একটি নৌকা চালাচ্ছে।,0.1999999996,0.1111111109876543,0.14285713806122466,0.14285713806122466,0.0,0.14285713806122466,0,0,0.32352941176470584,0.07692307686390532
2512682478_b67cc525c7.jpg,একটি শিশু একটি ফুটবল খেলছে,0.1999999996,0.16666666638888888,0.1818181765289258,0.1818181765289258,0.0,0.1818181765289258,0,0,0.46153846153846156,0.1111111109876543
2084.png,একজন বালক বসে আছে।,0.49999999875,0.24999999968749997,0.33333332833333335,0.33333332833333335,0.07142856946428576,0.33333332833333335,0,0,0.33333333333333337,0.1999999998
401476986_73918145a3.jpg,একটি কালো রঙের একটি কুকুর ঘাসের উপর দৌড়াচ্ছে,0.6249999992187499,0.3846153843195266,0.4761904710204082,0.4761904710204082,0.16666666152777793,0.3809523758730159,0,0,0.4516129032258065,0.29999999969999996
3778.png,একটি উজ্জ্বল নীল সূর্যাস্ত উপভোগ করছে একদল লোক,0.12499999984374999,0.1111111109876543,0.11764705370242234,0.11764705370242234,0.0,0.11764705370242234,0,0,0.19999999999999996,0.06666666662222222
7201.png,কয়েকজন মানুষ আছে।,0.3333333322222222,0.249999999375,0.28571428000000004,0.28571428000000004,0.0,0.28571428000000004,0,0,0.4375,0.16666666638888888
4897.png,একজন মানুষ আছে।,0.3333333322222222,0.1999999996,0.24999999468750006,0.24999999468750006,0.0,0.24999999468750006,0,0,0.26315789473684215,0.14285714265306124
3016178284_ec50a09e8c.jpg,সাইকেল চালক প্রতিযোগিতার সাইকেল চালাচ্ছে,0.5999999988,0.4285714279591837,0.4999999943055557,0.4999999943055557,0.1999999948000001,0.4999999943055557,0,0,0.6060606060606061,0.24999999968749997
3518.png,একটি শিশু দড়ির সাথে খেলছে,0.1999999996,0.0999999999,0.13333332871111125,0.13333332871111125,0.0,0.13333332871111125,0,0,0.3529411764705882,0.07142857137755101
2856252334_1b1a230e70.jpg,একটি শিশু আছে।,0.3333333322222222,0.14285714265306124,0.1999999954000001,0.1999999954000001,0.0,0.1999999954000001,0,0,0.36,0.1111111109876543
3330654550_3efe9a71af.jpg,দুজন <unk> <unk> রাস্তায় সাইকেল চালাচ্ছে,0.33333333277777777,0.33333333277777777,0.3333333277777778,0.3333333277777778,0.19999999460000012,0.3333333277777778,0,0,0.5142857142857142,0.2222222219753086
1466479163_439db855af.jpg,একটি কুকুর একটি ফ্রিসবি ধরার জন্য একটি ফ্রিসবি ধরার জন্য একটি ফ্রিসবি ধরার জন্য একটি ফ্রিসবি ধরার জন্য একটি ফ্রিসবি ধরার জন্য একটি ফ্রিসবি ধরার জন্য একটি ফ্রিসবি ধরার জন্য একটি ফ্রিসবি ধরার জন্য একটি ফ্রিসবি ধরার জন্য একটি ফ্রিসবি,0.0499999999875,0.33333333277777777,0.08695651943289232,0.08695651943289232,0.045454543419421574,0.08695651943289232,0,0,0.12426035502958577,0.2222222219753086
3436.png,অনেকগুলো শিশু আছে।,0.9999999966666667,0.37499999953124996,0.5454545404958677,0.5454545404958677,0.22222221827160496,0.5454545404958677,0,0,0.3666666666666667,0.37499999953124996
3441145615_b4fcd9eea0.jpg,একটি শিশু কোমড় পানিতে নেমে আছেন।,0.16666666638888888,0.16666666638888888,0.16666666138888903,0.16666666138888903,0.0,0.16666666138888903,0,0,0.2592592592592593,0.09090909082644627
1171.png,একজন নারী ও একজন নারী আছে।,0.49999999916666665,0.49999999916666665,0.4999999941666667,0.4999999941666667,0.19999999460000012,0.4999999941666667,0,0,0.6363636363636364,0.4285714279591837
2895700779_fac1d9d278.jpg,একটি শিশু হাত দিয়ে ছবি তুলছে।,0.16666666638888888,0.14285714265306124,0.15384614863905344,0.15384614863905344,0.0,0.15384614863905344,0,0,0.31999999999999995,0.08333333326388888
2747714500_49476225c6.jpg,কয়েকজন ছোট মেয়ে হাঁসি মুখে দাঁড়িয়ে আছে।,0.2857142853061225,0.16666666652777776,0.2105263109141275,0.2105263109141275,0.11764705411764723,0.2105263109141275,0,0,0.31818181818181823,0.11764705875432525
7969.png,একজন ছোট ছেলে পানিতে লাফ দিয়েছে।,0.16666666638888888,0.0999999999,0.12499999515625017,0.12499999515625017,0.0,0.12499999515625017,0,0,0.3142857142857143,0.07142857137755101
2257099774_37d0d3aa9a.jpg,একটি লোক টি শার্ট পরা একটি কালো ছককাটা খাবারের চিহ্নের সামনে দাঁড়িয়ে আছে,0.30769230745562126,0.3999999996,0.34782608173913043,0.34782608173913043,0.09523809024943336,0.34782608173913043,0,0,0.5625,0.2222222220987654
_MG_3151.JPG,একটা ছেলে দাড়িয়ে আছে,0.49999999875,0.49999999875,0.4999999937500001,0.4999999937500001,0.0,0.4999999937500001,0,0,0.6153846153846154,0.33333333277777777
1263126002_881ebd7ac9.jpg,একটি শিশু একটি <unk> নিয়ে খেলছে।,0.49999999916666665,0.4285714279591837,0.4615384558579882,0.4615384558579882,0.1818181765289258,0.3076923022485208,0,0,0.3783783783783784,0.2222222219753086
5862.png,কয়েকজন মানুষ আছে।,0.9999999966666667,0.5999999988,0.7499999934375,0.7499999934375,0.6666666600000001,0.7499999934375,0,0,0.5714285714285714,0.5999999988
3208074567_ac44aeb3f3.jpg,এক ব্যক্তি পানির ছিটা ঢাকা জলে স্লাইড থেকে পড়ে যাচ্ছে,0.1999999998,0.33333333277777777,0.24999999500000003,0.24999999500000003,0.0,0.24999999500000003,0,0,0.34285714285714286,0.14285714275510203
2974.png,একটি ছেলে ও কয়েকজন মানুষ আছে।,0.33333333277777777,0.2857142853061225,0.3076923022485208,0.3076923022485208,0.1818181765289258,0.3076923022485208,0,0,0.36363636363636365,0.18181818165289254
247097023_e656d5854d.jpg,একজন লোক পাথরের চূড়ায় দাড়িয়ে আছে।,0.49999999916666665,0.21428571413265304,0.2999999955,0.2999999955,0.11111110697530877,0.19999999560000006,0,0,0.6086956521739131,0.1764705881314879
3751594676_edfbfa0688.jpg,একটি শিশু হাসছে,0.3333333322222222,0.249999999375,0.28571428000000004,0.28571428000000004,0.11764705660899655,0.28571428000000004,0,0,0.46153846153846156,0.16666666638888888
1375.png,একটি কালো কুকুর একটি <unk>,0.1999999996,0.16666666638888888,0.1818181765289258,0.1818181765289258,0.0,0.1818181765289258,0,0,0.4347826086956522,0.1111111109876543
2648165716_02e2e74fd6.jpg,একটি শিশু একটি <unk> <unk>,0.3999999992,0.2857142853061225,0.33333332791666676,0.33333332791666676,0.1999999948000001,0.33333332791666676,0,0,0.3666666666666667,0.24999999968749997
3484.png,একটা ছেলে দাড়িয়ে আছে।,0.49999999875,0.2222222219753086,0.3076923029585799,0.3076923029585799,0.18181817752066123,0.3076923029585799,0,0,0.2777777777777778,0.1999999998
3585123310_9a8e94bd2b.jpg,একটি কুকুর একটি ফ্রিসবি ধরছে,0.1999999996,0.1999999996,0.19999999460000012,0.19999999460000012,0.0,0.19999999460000012,0,0,0.47619047619047616,0.12499999984374999
2869.png,১ জন ছেলে ১ জন পুরুষ আছে।,0.14285714265306124,0.3333333322222222,0.1999999954000001,0.1999999954000001,0.0,0.1999999954000001,0,0,0.3157894736842105,0.14285714265306124
2148695079_9ae6a9b1c7.jpg,একটি সাদা কুকুর বরফে ঢাকা পাহাড়ে চড়ছেন,0.4285714279591837,0.5999999988,0.4999999943055557,0.4999999943055557,0.1999999948000001,0.33333332791666676,0,0,0.4814814814814815,0.3333333329629629
1663454406_5e2cf8c5bb.jpg,একজন মহিলা একটি চিহ্ন হাতে নিয়ে দাঁড়িয়ে আছে,0.49999999937499995,0.6666666655555555,0.5714285657142858,0.5714285657142858,0.16666666152777793,0.5714285657142858,0,0,0.6206896551724138,0.3999999996
3511890331_6163612bb9.jpg,ঘোড়া ঘোড়া একটি ঘোড়া চালাচ্ছে,0.1999999996,0.12499999984374999,0.15384614887573977,0.15384614887573977,0.0,0.15384614887573977,0,0,0.3529411764705882,0.0999999999
244368383_e90b6b2f20.jpg,অনেক মানুষ একটি জায়গায় জড়ো হয়ে বসে আছে।,0.24999999968749997,0.2857142853061225,0.2666666613333334,0.2666666613333334,0.0,0.2666666613333334,0,0,0.3928571428571429,0.15384615372781063
252802010_3d47bee500.jpg,দুটি কুকুর ঘাসের উপর দৌড়াচ্ছে,0.5999999988,0.5999999988,0.5999999938,0.5999999938,0.4999999937500001,0.5999999938,0,0,0.6842105263157895,0.4285714279591837
2839807428_efe42423f2.jpg,একটি লোক একটি বল মারতে লাফিয়ে উঠল।,0.2857142853061225,0.2857142853061225,0.28571428030612256,0.28571428030612256,0.0,0.28571428030612256,0,0,0.5384615384615384,0.124999999921875
3304556387_203b9d4db0.jpg,একটি কুকুর এবং একটি কুকুর একটি লাঠি নিয়ে খেলেন।,0.2222222219753086,0.13333333324444444,0.1666666618402779,0.1666666618402779,0.0,0.1666666618402779,0,0,0.40625,0.10526315783933518
7887.png,একটি নৌকা চালিয়ে যাচ্ছেন একজন লোক।,0.49999999916666665,0.5999999988,0.5454545395041324,0.5454545395041324,0.2222222167901236,0.4615384558579882,0,0,0.33333333333333337,0.37499999953124996
5950.png,একজন পুরুষ বসে কাজ করছে।,0.5999999988,0.3333333329629629,0.42857142336734694,0.42857142336734694,0.33333332833333335,0.42857142336734694,0,0,0.2727272727272727,0.2727272724793388
8992.png,টুপি পরা লোক একটি পোল <unk> দাঁড়িয়ে আছে।,0.37499999953124996,0.23076923059171597,0.2857142807256236,0.2857142807256236,0.0,0.2857142807256236,0,0,0.34042553191489366,0.16666666657407406
8225.png,একজন নারী হাসছে।,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3076923076923077,0.0
364213568_7f83e7d144.jpg,একটি কুকুর পানিতে খেলছে,0.49999999875,0.2222222219753086,0.3076923029585799,0.3076923029585799,0.18181817752066123,0.3076923029585799,0,0,0.31707317073170727,0.1999999998
278608022_4175813019.jpg,একটি ছেলে একটি ফুটবলের জন্য লড়াই করছে,0.2857142853061225,0.1999999998,0.23529411252595167,0.23529411252595167,0.0,0.23529411252595167,0,0,0.5,0.09090909082644627
3702436188_2c26192fd0.jpg,একজন লোক একটি স্কেটবোর্ডে চড়ে একটি স্কেটবোর্ডে চড়ে একটি স্কেটবোর্ডে চড়ে একটি স্কেটবোর্ডে চড়ে একটি স্কেটবোর্ডে চড়ে একটি স্কেটবোর্ডে চড়ে একটি স্কেটবোর্ডে চড়ে একটি স্কেটবোর্ডে চড়ে একটি স্কেটবোর্ডে চড়ে একটি স্কেটবোর্ডে চড়ে একটি স্কেটবোর্ডে চড়ে একটি স্কেটবোর্ডে চড়ে একটি স্কেটবোর্ডে,0.07499999998125,0.9999999966666667,0.13953488235803138,0.13953488235803138,0.04878048685306366,0.09302325447268796,0,0,0.17204301075268813,0.5999999988
3320356356_1497e53f80.jpg,একজন পুরুষ দাড়িয়ে আছে।,0.249999999375,0.1999999996,0.2222222167901236,0.2222222167901236,0.0,0.2222222167901236,0,0,0.5,0.12499999984374999
3124549928_10904a5a83.jpg,উলের টুপি পরা মেয়েটি বরফে টুপি পরে আছে,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.34615384615384615,0.0
2445442929_8c81d42460.jpg,একজন পুরুষ আছে।,0.3333333322222222,0.1111111109876543,0.16666666263888896,0.16666666263888896,0.0,0.16666666263888896,0,0,0.2727272727272727,0.09090909082644627
7813.png,একজন পুরুষ ও একটি শিশু দাড়িয়ে আছে।,0.4285714279591837,0.5999999988,0.4999999943055557,0.4999999943055557,0.1999999948000001,0.4999999943055557,0,0,0.5416666666666667,0.3333333329629629
694496803_f2a05869cf.jpg,একজন লোক একটি <unk> <unk> করছে,0.6666666655555555,0.3333333330555555,0.4444444395061729,0.4444444395061729,0.2857142807142858,0.4444444395061729,0,0,0.41025641025641024,0.30769230745562126
6723.png,কয়েকজন ছেলেমেয়ে একসাথে দাড়িয়ে আছে।,0.3999999992,0.33333333277777777,0.36363635801652905,0.36363635801652905,0.11764705508650528,0.36363635801652905,0,0,0.36363636363636365,0.2222222219753086
2359.png,একটি ছোট বাচ্চা একটি দড়ি ধরে,0.16666666638888888,0.16666666638888888,0.16666666138888903,0.16666666138888903,0.0,0.16666666138888903,0,0,0.4,0.0999999999
2608.png,দেয়ালে চিত্রকর্ম এর মাঝে বসে আছে।,0.33333333277777777,0.2857142853061225,0.3076923022485208,0.3076923022485208,0.1818181765289258,0.3076923022485208,0,0,0.375,0.18181818165289254
4564.png,৪ জন ছেলে দাড়িয়ে আছে।,0.3999999992,0.24999999968749997,0.3076923024852071,0.3076923024852071,0.1818181768595043,0.3076923024852071,0,0,0.3548387096774194,0.18181818165289254
3616638478_641d02183d.jpg,দু'জন মহিলা একটি <unk> <unk> অনুশীলন করছে,0.2857142853061225,0.16666666652777776,0.2105263109141275,0.2105263109141275,0.0,0.14285713765306143,0,0,0.303030303030303,0.14285714275510203
3477672764_7f07657a26.jpg,ছেলেরা ফুটবল খেলছে,0.3333333322222222,0.14285714265306124,0.1999999954000001,0.1999999954000001,0.0,0.1999999954000001,0,0,0.2777777777777778,0.1111111109876543
3139895886_5a6d495b13.jpg,একটি কুকুর দৌড়াচ্ছে,0.6666666644444444,0.33333333277777777,0.44444443901234576,0.44444443901234576,0.28571428081632655,0.44444443901234576,0,0,0.5,0.2857142853061225
3206058778_7053ee6b52.jpg,একজন মহিলা একটি <unk>,0.49999999875,0.2222222219753086,0.3076923029585799,0.3076923029585799,0.0,0.3076923029585799,0,0,0.25,0.18181818165289254
844.png,৪ জন শারি পরা এবং ২ জন ছোট ছেলে যার ২ জন ছোট ছেলে যার ২ জন ছোট ছেলে যার ২ জন ছোট ছেলে যার ২ জন ছোট ছেলে যার ২ জন ছোট ছেলে যার ২ জন ছোট ছেলে যার,0.02499999999375,0.1111111109876543,0.04081632351520222,0.04081632351520222,0.0,0.04081632351520222,0,0,0.15315315315315314,0.05882352937716263
343942396_206148098835090_237545729238315663_n.jpg,একজন মানুষ দেখা যাচ্ছে।,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.24242424242424243,0.0
4745.png,একটি নৌকা আছে।,0.3333333322222222,0.3333333322222222,0.33333332722222225,0.33333332722222225,0.0,0.33333332722222225,0,0,0.36363636363636365,0.1999999996
3189307452_aebc12380b.jpg,একটি সাদা কুকুর হলুদ চাকতি নিয়ে একটি সাদা কুকুর বরফের মধ্য দিয়ে ছুটছে ।,0.28571428551020406,0.571428570612245,0.3809523761451248,0.3809523761451248,0.21052631124653745,0.3809523761451248,0,0,0.47916666666666663,0.28571428551020406
526955751_f519d62b58.jpg,একটি শিশু পানিতে খেলা করছে,0.1999999996,0.0999999999,0.13333332871111125,0.13333332871111125,0.0,0.13333332871111125,0,0,0.26086956521739135,0.07142857137755101
5537.png,একদল মানুষ একটি বিশাল বৃহত শিল্প গ্যারেজে দাঁড়িয়ে আছে।,0.1111111109876543,0.3333333322222222,0.16666666263888896,0.16666666263888896,0.0,0.16666666263888896,0,0,0.33333333333333337,0.09090909082644627
5251.png,কয়েকজন পুরুষ দাড়িয়ে আছে।,0.7499999981250001,0.49999999916666665,0.5999999940000001,0.5999999940000001,0.24999999468750006,0.5999999940000001,0,0,0.4666666666666667,0.4285714279591837
7535.png,একটি শিশু তাকিয়ে আছে।,0.9999999975,0.9999999975,0.9999999925,0.9999999925,0.9999999916666666,0.9999999925,1,1,1.0,0.9999999975
3625519177_4c2bb9e7f0.jpg,একজন লোক একটি <unk> সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে সাথে,0.0499999999875,0.33333333277777777,0.08695651943289232,0.08695651943289232,0.045454543419421574,0.08695651943289232,0,0,0.13008130081300817,0.2222222219753086
818340833_7b963c0ee3.jpg,একটি সাদা কুকুর একটি <unk>,0.7999999984,0.3636363633057851,0.499999995078125,0.499999995078125,0.28571428122448983,0.499999995078125,0,0,0.4054054054054054,0.3333333330555555
